,Unnamed: 0,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28,2023-06-04,2023-06-11,2023-06-18,2023-06-25,2023-07-02,2023-07-09,2023-07-16,2023-07-23,2023-07-30,2023-08-06,2023-08-13,2023-08-20,2023-08-27,2023-09-03,2023-09-10,2023-09-17,2023-09-24,2023-10-01,2023-10-08,2023-10-15,2023-10-22,2023-10-29,2023-11-05,2023-11-12,2023-11-19,2023-11-26,2023-12-03,2023-12-10,2023-12-17,2023-12-24,2023-12-31,2024-01-07,2024-01-14,2024-01-21,2024-01-28,2024-02-04,2024-02-11,2024-02-18,2024-02-25,2024-03-03,2024-03-10,2024-03-17,2024-03-24,2024-03-31,2024-04-07,2024-04-14,2024-04-21,2024-04-28,2024-05-05,2024-05-12,2024-05-19,2024-05-26,2024-06-02,2024-06-09,2024-06-16,2024-06-23,2024-06-30,2024-07-07,2024-07-14,2024-07-21,2024-07-28,2024-08-04,2024-08-11,2024-08-18,2024-08-25,2024-09-01,2024-09-08,2024-09-15,2024-09-22,2024-09-29,2024-10-06,2024-10-13,2024-10-20,2024-10-27,2024-11-03,2024-11-10,2024-11-17,2024-11-24,2024-12-01,2024-12-08,2024-12-15,2024-12-22,2024-12-29,2025-01-05,2025-01-12,2025-01-19,2025-01-26,2025-02-02,2025-02-09,2025-02-16,2025-02-23,2025-03-02,2025-03-09,2025-03-16,2025-03-23,2025-03-30,2025-04-06,2025-04-13,2025-04-20,2025-04-27,2025-05-04,2025-05-11
45,"('Throwback', 'Michael Patrick Kelly')",0,0,0,0,0,0,0,9,13,12,13,12,10,11,14,12,14,17,18,17,17,16,17,16,16,18,16,19,18,18,17,18,17,12,10,19,15,13,13,10,10,10,8,8,9,9,6,8,11,9,11,10,10,10,9,8,7,9,9,7,6,10,7,9,9,5,5,7,7,4,8,5,5,2,0,1,1,0,1,2,0,0,1,2,1,1,2,5,6,2,2,2,2,2,1,3,2,4,5,2,2,0,1,3,2,2,1,2,2,1,2,2,4,4,3,5,3,2,4,6,6,4,5,2,5,2,4,5,4,2,3,6,5,3,4,1,1,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,4,1,2,2,1,2,2,4,4,3
46,"('Home', 'Klangkarussell')",0,0,0,0,0,1,3,2,3,3,5,7,6,5,5,6,5,17,14,17,16,14,14,16,17,16,16,17,17,19,22,18,16,14,11,19,18,17,17,19,23,8,7,3,1,2,2,4,3,2,2,5,3,4,4,2,2,2,5,4,3,5,3,4,6,7,2,4,4,10,9,11,9,10,9,8,8,9,6,8,9,7,7,9,9,1,5,6,7,9,7,8,7,6,8,7,7,7,7,11,6,5,7,8,8,4,4,3,3,3,3,6,4,6,3,5,5,4,3,6,4,5,5,5,3,3,3,5,5,5,3,4,3,2,5,4,5,0,3,2,4,5,4,2,3,2,2,3,3,4,3,5,2,2,4,3,4,4,4,3,4,2,1,0,0,0,0,0,0,3,4,3,3,4,4,4,5,0,4,5,5,5,3,3,3,3,1,4,6,1,2,4,1,5,6,5,8,4,5,4,6,6,5,4,5,5,5,3,4,7
47,"('All I Know So Far', 'Pink')",0,0,0,0,0,0,3,4,4,4,4,5,4,6,8,5,6,8,14,16,17,18,16,17,17,15,18,17,19,16,18,17,15,10,13,18,18,9,7,10,10,6,6,8,10,6,8,8,9,6,6,6,8,3,7,5,6,6,5,7,4,7,5,6,6,6,1,5,5,5,3,3,4,4,4,5,4,3,3,3,5,5,2,2,5,1,4,2,5,3,5,5,4,2,3,5,4,4,4,0,4,1,1,1,1,1,0,1,2,1,1,0,1,2,0,1,1,0,1,0,4,2,1,1,2,0,0,0,2,1,3,1,2,2,1,2,1,0,1,1,1,3,0,1,1,2,2,1,3,1,2,2,1,4,1,2,1,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,3,2,5,3,3,1,4,2,3,1,1,2,1,3,1,0,2,2,1
48,"('Told You So', 'Nathan Evans')",0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,11,16,12,16,9,17,13,14,16,16,15,14,17,18,18,16,18,19,7,13,20,20,20,22,16,12,7,12,11,11,8,4,7,10,9,9,8,7,7,5,6,10,9,7,10,5,8,8,7,10,5,6,6,7,5,7,2,0,4,2,2,3,1,0,4,2,1,1,2,0,1,1,1,2,2,0,0,3,3,1,1,1,4,4,5,6,4,4,6,5,4,2,3,2,2,5,3,2,3,5,4,3,4,2,2,2,2,3,4,2,1,3,4,4,2,2,2,3,2,2,3,3,0,3,2,2,1,4,2,3,2,2,2,3,2,3,1,1,1,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,1,1,0
49,"('If You Really Love Me (How Will I Know)', 'David Guetta x MistaJam & John Newman')",0,0,0,0,0,0,0,0,1,0,1,9,3,5,9,9,6,9,11,14,13,18,22,20,22,18,21,16,16,18,16,16,16,8,13,19,18,20,19,19,21,20,19,6,1,0,0,0,1,0,0,0,0,1,1,2,0,1,0,4,1,2,1,1,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,3,6,3,4,4,2,3,1,3,4,4,6,4,2,2,3,2,1,1,2,1,1,3,1,2,2,2,1,2,1,3,1,2,1,1,1,2,2,3,2,3,3,2,2,1,3,0,3,2,3,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,0,0,0,0,0,0,1,2,1,2,1,3,2,2,2,4,3,3,0,3,2,2,2,3,2,3,0,1,2,3,2,4,2,1,2,1,2,1,2,1,1,3,2,4,1,0,0
50,"('Stay', 'The Kid Laroi feat. Justin Bieber')",0,0,0,0,0,0,0,0,0,0,0,6,3,9,13,8,15,14,10,16,15,17,20,19,20,19,20,21,21,18,15,17,18,13,13,17,19,18,20,19,22,13,12,13,9,9,10,11,10,13,10,9,7,9,8,8,8,7,4,8,7,7,4,9,7,5,3,4,7,6,9,6,6,8,8,6,5,8,8,7,5,7,6,5,4,2,4,8,3,5,7,3,7,4,4,6,5,5,6,4,5,2,6,6,5,3,4,3,4,4,3,2,3,3,2,3,4,5,3,4,3,4,4,5,1,2,3,1,3,3,2,4,1,4,5,4,4,0,4,3,2,2,3,3,3,4,2,3,2,4,2,3,2,3,3,2,2,3,2,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,4,6,7,7,7,7,5,4,5,6,6,7,6
51,"('Love Again', 'Dua Lipa')",0,0,0,0,0,3,3,5,3,4,1,0,0,0,0,0,0,0,0,10,9,16,16,15,14,16,15,17,16,15,19,16,17,9,13,19,19,14,15,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,2,2,2,0,8,4,9,8,6,6,6,8,7,7,7,6,4,7,7,7,6,6,6,4,2,6,4,5,3,3,3,3,2,4,3,2,3,1,3,2,2,2,2,3,2,2,2,2,2,3,1,3,2,2,2,2,4,2,3,3,0,2,2,2,1,1,1,1,3,1,3,3,3,2,4,2,1,4,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,3,2,1,2,2,2,1,2,1,0,0,0,0,0,0,3,4,3,3,2,3,2,2,3,3,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"('Take My Breath', 'The Weeknd')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,11,13,15,13,7,5,13,14,16,17,17,17,5,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"('Friendships (Lost My Love)', 'Pascal Letoublon feat. Leony')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,13,15,13,15,16,17,22,18,15,9,12,16,17,18,19,19,11,5,4,4,5,3,7,3,5,2,3,4,2,2,4,4,5,5,3,5,8,6,3,6,2,6,3,2,1,5,2,2,5,4,4,3,3,2,8,5,3,6,2,2,4,1,3,0,5,3,1,2,1,2,0,1,1,0,2,1,0,1,0,1,1,2,0,2,1,1,1,2,0,0,1,0,0,1,0,0,1,1,0,0,2,0,1,1,0,1,0,0,1,0,0,0,1,2,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,2,0,2,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54,"('Thats What I Want', 'Lil Nas X')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,12,14,16,16,11,12,14,13,12,8,9,12,16,19,22,21,23,28,28,27,25,23,23,28,32,25,20,23,25,12,7,9,8,9,8,9,10,8,8,9,7,3,0,2,1,3,2,3,1,2,3,0,3,1,2,0,2,1,0,3,5,2,5,6,3,9,9,3,5,4,5,7,1,2,6,3,3,4,4,4,3,7,5,5,6,7,8,8,7,8,8,8,6,5,5,4,6,5,5,5,4,2,4,4,3,4,5,4,2,0,2,2,2,0,2,2,1,1,3,3,1,3,2,2,1,3,3,3,2,2,3,3,4,3,3,3,4,3,1,0,0,0,0,0,0,3,4,2,3,3,4,2,2,4,2,5,4,5,3,3,3,4,3,4,3,1,2,5,5,1,1,2,1,3,1,2,2,2,4,2,2,1,2,1,2,1
55,"('Shivers', 'Ed Sheeran')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,9,13,11,16,15,12,16,18,18,19,17,18,11,13,18,21,19,16,19,27,21,20,21,22,16,13,24,28,28,27,27,30,8,9,5,7,8,4,4,6,6,5,5,6,4,3,4,3,10,7,8,8,7,6,5,2,8,8,4,5,3,4,3,2,1,4,2,4,4,4,3,6,2,3,5,5,3,5,3,6,1,3,3,3,2,1,0,1,1,0,1,1,1,2,0,0,2,1,0,2,2,3,0,2,0,2,1,3,0,1,3,1,3,3,2,2,0,2,1,1,3,3,3,1,1,2,4,2,2,2,2,3,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,2,1,0,1,0,1,0,1,1,0,0,4,6,5,2,4,4,5,4,6,3,4,3,2,3,2,2
56,"('Where Are You Now', 'Lost Frequencies x Calum Scott')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,5,11,9,16,12,11,14,15,17,18,14,13,16,12,12,12,14,15,17,16,29,29,29,23,19,22,22,21,24,21,20,13,11,21,21,7,4,2,2,3,1,4,1,4,3,3,2,3,3,2,3,3,3,2,4,2,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,5,4,3,4,3,3,2,2,1,4,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,2,1,0,1,2,0,1,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,3,2,1,3,3,3,3,3,2,3,2,3,2,3,3,2,4,3,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"('My Universe', 'Coldplay x BTS')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,11,12,12,14,17,16,18,18,20,11,15,20,19,20,21,21,22,18,10,18,18,21,16,14,19,15,15,17,15,6,4,6,5,5,9,7,5,7,6,6,8,5,4,5,6,5,7,7,5,6,5,5,3,6,5,5,7,4,8,5,7,1,5,8,4,7,6,4,5,4,6,8,5,3,5,6,6,5,7,5,4,6,6,7,6,6,7,7,5,7,7,8,7,6,8,4,4,6,6,4,5,1,4,4,6,3,4,4,3,5,5,3,4,1,4,5,5,4,5,2,6,6,4,4,4,4,5,6,4,3,5,5,3,4,5,2,2,3,3,0,0,0,0,0,0,1,3,4,7,3,3,1,1,2,3,3,3,2,2,1,2,1,2,1,2,0,3,2,1,3,4,3,3,3,5,3,2,4,6,2,4,4,3,6,2,6
58,"('Footprints', 'Tom Gregory')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,9,15,10,9,9,9,16,10,11,6,8,9,13,18,17,18,27,28,28,23,23,28,28,23,21,27,29,24,22,22,20,11,8,8,8,9,8,9,4,8,9,6,2,8,10,7,9,8,8,9,6,6,7,11,8,8,7,5,8,6,8,3,4,6,5,10,7,5,10,4,6,7,3,3,7,2,3,5,7,5,2,7,5,6,6,6,7,4,7,3,8,6,7,4,6,7,3,6,5,4,5,1,3,2,2,3,3,4,2,2,5,3,3,0,3,3,4,4,3,3,4,3,3,3,2,3,2,2,4,2,3,3,4,2,5,5,2,4,2,0,0,0,0,0,0,4,3,4,2,5,3,5,3,3,2,5,4,2,5,2,5,4,4,5,6,2,2,5,4,5,1,6,7,5,7,9,11,7,9,7,5,5,7,6,5,4
59,"('Cold Heart (PNAU Remix)', 'Elton John & Dua Lipa')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,13,13,17,16,12,15,18,16,12,19,17,18,16,18,17,14,17,11,19,16,18,17,18,14,13,15,19,21,16,15,20,18,11,11,15,8,4,8,9,6,2,8,6,5,5,3,5,3,5,4,4,4,2,3,2,3,1,4,2,2,5,5,7,3,3,4,7,3,4,6,5,6,5,5,6,4,6,6,4,6,9,5,8,7,6,3,5,5,5,7,7,6,5,6,4,4,4,3,3,2,0,1,0,1,1,1,0,0,1,0,0,1,2,2,0,2,0,2,1,0,0,1,1,1,2,2,1,2,2,2,1,2,0,1,1,3,1,0,0,0,0,0,0,2,3,3,3,2,3,3,3,3,4,2,2,4,2,6,3,5,3,1,2,1,2,3,4,3,4,5,3,2,3,5,2,5,4,4,3,5,4,2,0,2
60,"('Manila', 'Ray Dalton feat. Alvaro Soler')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,15,9,12,18,8,9,15,13,17,17,20,18,13,18,19,19,14,16,19,22,24,18,21,23,18,22,17,23,22,17,21,21,8,4,5,6,5,3,4,6,4,2,3,6,5,3,3,5,6,3,5,2,3,4,1,0,0,3,3,2,7,4,1,3,3,4,4,6,5,5,3,4,2,3,5,3,3,2,4,3,3,2,0,3,5,4,5,4,1,2,2,3,4,2,3,3,2,3,4,5,3,4,3,5,5,3,2,4,0,4,5,6,3,3,2,3,3,3,2,0,3,2,3,1,1,3,3,3,2,2,4,3,5,2,0,0,0,0,0,0,2,4,3,3,6,2,1,2,1,5,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,4,1,3,1,2,4,3,3,3,2
61,"('Acapulco', 'Jason Derulo')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,5,2,10,9,11,15,10,15,11,9,15,16,18,14,17,20,19,22,28,29,32,29,24,20,28,26,17,12,19,22,23,30,22,21,23,23,6,3,6,9,10,4,8,8,8,7,7,7,6,8,8,4,6,5,4,1,1,1,4,2,1,6,3,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,8,7,8,10,5,7,5,5,4,7,4,5,3,3,5,5,2,4,3,4,4,4,5,4,3,1,4,5,2,5,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,1,2,2,1,0,0,0,0,0,0,1,3,3,4,3,3,2,6,2,2,4,3,5,2,4,3,6,3,3,4,1,2,4,5,3,7,6,3,0,1,0,1,0,1,0,0,1,0,0,0,0
62,"('Merry Christmas', 'Ed Sheeran & Elton John')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"('Christmas Lights', 'Coldplay')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"('Wonderful Dream (Holidays Are Coming)', 'Melanie Thornton')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"('Heat Waves', 'Glass Animals')",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,4,9,14,13,11,14,17,14,17,14,4,3,4,4,2,3,5,4,4,4,4,2,2,0,1,1,2,1,2,2,1,1,1,1,2,3,1,4,5,3,7,4,4,3,3,2,6,2,0,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"('All I Want for Christmas Is You', 'Mariah Carey')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"('Hau di her', 'Folkshilfe')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,5,7,8,12,14,13,10,16,13,14,13,19,16,9,3,3,2,2,3,3,2,3,5,2,3,3,2,3,3,2,3,2,8,4,3,2,3,2,0,6,5,3,6,4,2,2,0,0,1,1,2,0,0,0,0,2,2,2,1,2,3,2,1,2,3,0,2,2,3,2,2,1,1,3,3,2,2,4,2,1,1,1,2,2,3,1,2,3,3,2,2,1,2,2,2,2,2,1,2,2,3,2,3,3,3,1,4,1,1,0,2,3,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,4,1,1,3,0,1,2,0,0,0,0,0,0,0,2,3,2,3,3,3,2,2,2,2,2,2,2,1,3,2,0,1,1,2,0,1,2,1,2,2,1,2,2,2,0,2,1,0,3,1,0,1,1,0,2
68,"(""Do They Know It's Christmas?"", 'Band Aid')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"('Alright', 'Alle Farben feat. KIDDO')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,4,3,9,15,13,16,13,11,9,12,10,14,14,14,16,23,25,23,22,23,23,19,16,10,4,0,0,0,0,0,0,8,7,8,4,1,0,1,1,1,3,1,1,1,1,1,3,2,1,1,3,0,2,2,1,1,1,1,3,0,1,1,2,3,0,2,0,0,1,1,3,1,1,1,0,1,0,1,0,0,0,0,1,0,2,2,3,2,2,0,6,6,7,5,5,4,5,2,4,4,3,3,2,5,4,3,1,5,3,3,3,4,0,3,3,4,3,4,1,2,2,3,2,2,2,2,3,2,2,2,3,2,1,3,1,2,4,1,0,0,0,0,0,0,2,3,2,2,3,2,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,1,1,1,0,1,0,1,0,1,1
70,"('Would I Lie To You', 'Nico Santos')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,10,10,11,14,13,10,12,13,12,11,12,12,9,8,13,16,14,10,15,21,22,21,20,21,22,22,20,21,5,3,1,2,1,0,1,0,0,1,3,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,1,2,2,1,0,2,1,3,1,2,0,0,2,1,3,2,2,2,2,2,1,0,0,1,0,1,1,0,0,0,2,2,1,1,1,1,1,1,1,2,3,1,1,2,1,2,0,3,1,2,2,0,3,1,1,1,0,3,2,3,0,0,1,1,2,1,0,1,2,1,2,0,1,0,1,2,1,0,2,1,0,2,0,0,0,0,0,0,2,3,2,1,1,0,2,2,1,2,1,2,1,0,0,1,1,1,0,2,1,1,0,0,1,1,1,2,1,1,3,1,0,0,0,2,1,0,1,0,1
71,"('abcdefu', 'Gayle')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,9,12,17,18,25,24,24,26,29,29,30,31,30,20,12,19,25,25,22,11,10,20,21,13,6,9,11,11,12,11,2,11,9,11,9,8,8,7,10,9,9,8,10,9,10,8,9,7,7,1,7,8,8,6,7,8,7,4,9,7,3,5,3,3,3,4,2,5,5,7,6,7,6,6,8,9,8,7,5,7,7,7,3,5,5,6,5,5,2,2,6,4,4,4,5,3,3,4,4,3,3,0,3,3,4,4,2,2,1,1,1,1,1,2,3,1,2,1,3,2,0,1,1,1,0,2,1,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
72,"('Attack Without Warning', 'Anna-Sophie')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,8,10,13,5,8,12,16,14,14,12,22,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,10,8,11,9,8,13,4,12,7,11,6,7,11,7,8,8,9,8,10,7,7,6,9,9,5,2,5,9,10,10,5,5,5,4,4,7,5,4,1,6,2,4,2,4,5,4,6,6,5,6,4,6,5,3,2,4,3,2,2,3,4,4,7,4,4,2,3,1,3,2,2,2,2,4,2,1,3,0,3,2,3,2,4,2,3,3,5,4,3,3,6,3,4,2,1,4,3,4,2,4,2,3,2,0,0,0,0,0,0,2,3,2,4,2,4,3,1,3,4,4,4,5,5,2,5,4,2,6,3,0,2,3,4,4,5,7,8,7,6,5,6,6,6,4,5,6,4,3,4,5
